Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-06-11,RdNYHnvBD3,ewEcdHovom,EM5dKCRCGL,Hanging Leg Raise,17,0.0,fake_id_410
2021-07-22,VZhTiGBqe5,4IMiKZHvCG,QP4gG3CsZB,Shotgun Row,8,29.483539113316585,fake_id_431
2021-03-12,sr41hklsh6,jgnSb5e39S,7aMdnoIFMC,Australian Chin Up,15,0.0,fake_id_424
2021-11-03,t4DKV12E7x,N6zu9IJNBz,ARpqZb42as,Leg Raise,9,0.0,fake_id_417
2021-04-14,DTuLqx0HzY,BN1DjSE1Zi,IkR77FiDKU,Romanian Deadlift,8,83.91468824559335,fake_id_401
2021-10-07,KGHs89tlfb,3GvUTFN8up,CEZ3grCboL,Calf Raise,14,9.071858188712795,fake_id_395
2021-07-27,SGJtI8cIC6,tTFy5YOe7N,HZmAJnplDG,Single Arm Overhead Press,10,12.473805009480094,fake_id_429
2021-07-27,SGJtI8cIC6,Gx6Z2fevPD,JKeu6CqwFL,Incline Dumbbell Row,10,17.00973410383649,fake_id_429
2021-07-11,yRqXUesNda,G1mxtZtEs5,V0h5peV3v6,Back Squat,8,56.69911367945497,fake_id_432
2021-05-11,3BUJEDNm2F,O0VUqHDOIO,EKZARlCHLV,TRX Swimmer Pull,11,0.0,fake_id_420
2021-10-11,9cxHI14tpM,Yw1aA3soIp,eF4vTUXTre,Dumbbell Sumo Squat,16,5.669911367945497,fake_id_423
2021-05-12,YnxkWW6t25,JZcl0pTDEj,ljJT9ODI5N,TRX Glute Bridge,20,0.0,fake_id_420
2021-07-02,JAECPPgt8k,3GvUTFN8up,Ri5qeB8kBm,Calf Raise,11,0.0,fake_id_402
2021-05-12,2bbaiADBSe,UQBXLgsfXN,k1R7VUspRI,Dumbbell Shrug,15,20.41168092460379,fake_id_403
2021-01-19,xjaQ7PFAgT,pM3aRwuufC,ODkF5VShxN,Stability Ball Hyperextension,15,0.0,fake_id_447
2021-03-08,uMZpyviX7A,uHBREgyju0,xBcjCQDKii,Step Up,5,18.14371637742559,fake_id_406
2021-09-21,uiD2LRZR5T,k3yxx2a6oz,7sjRrSKEHS,Seated Machine Calf Press,10,77.11079460405875,fake_id_403
2021-07-10,mZqquXvS2X,otjt26R0oL,VWQBUXwFs0,Barbell Shoulder Press,6,52.16318458509857,fake_id_408
2021-05-19,rMdSxVl03A,aIzmfLklht,KAQKFxhDdv,Dumbbell Step Up,7,11.339822735890994,fake_id_394
2021-09-03,4k8adrb2q7,06kzIMnTzR,OuhB3uSNEK,Oblique Crunch,21,0.0,fake_id_410
2021-09-23,BWxl3Xedqf,G1mxtZtEs5,GhhqqNdjfx,Back Squat,5,83.91468824559335,fake_id_395
2021-09-04,FSIsfSIipe,r4bOO0fDTv,x30xzIXTic,Plank,0,0.0,fake_id_406
2021-11-06,fzFyUBgpuR,9fptvki4pW,cBns6cHRPs,Barbell Hip Thrust,12,79.37875915123695,fake_id_420
2021-03-26,Cqchyzssjg,BN1DjSE1Zi,EqCzIHOHCT,Romanian Deadlift,8,9.071858188712795,fake_id_432
2021-02-24,BXN7OfU4qD,ewEcdHovom,0sF3aPX0yr,Hanging Leg Raise,18,0.0,fake_id_431
2021-05-13,CsynpApbZi,BTmBzxhAmZ,2iEfsx88ah,Dumbbell Pullover,5,13.607787283069193,fake_id_402
2021-03-10,Gn4TFXvVXk,N6zu9IJNBz,0BTzHIoj7Z,Leg Raise,10,0.0,fake_id_398
2021-10-13,2XXNBY45Dy,qfkBJ4A5eQ,hSAyxaO6g8,Dead Bug,10,0.0,fake_id_418
2021-03-03,UGhzt2Cm9q,xPS7RzoOGm,5WSsKDd52o,Bent Over Barbell Row,12,20.0,fake_id_398
2021-09-21,6TsC7Rvbtu,58REE5sJU1,1ySLIA9BYj,Russian Twist,22,11.339822735890994,fake_id_410
2021-09-13,OE1QdwnOc2,ACSgVaipTW,h6I8RKgrNL,Dumbbell Squeeze Press,7,22.67964547178199,fake_id_392
2021-09-30,Fie515vIrd,9VAkz3bNl4,KoAQosVJnP,Decline Push Up,9,0.0,fake_id_444
2021-07-09,H6rptrJPoi,erjFOF21dc,UpaL35hZNA,Reverse Barbell Curl,12,11.339822735890994,fake_id_402
2021-08-10,kgvofivrta,243X43p1XP,NTRacu8GCF,Seated Leg Curl,8,49.895220037920375,fake_id_393
2021-06-12,hC4ZFTTYm5,DhkjvJNsNR,beUb5zmoXL,Sit Up,11,0.0,fake_id_402
2021-10-08,AStNPTTdFz,G1mxtZtEs5,YKqjsrp6i8,Back Squat,2,88.45061733994974,fake_id_413
2021-07-28,bWlhDLMblU,r4bOO0fDTv,T71PsQtOcJ,Plank,0,0.0,fake_id_397
2021-09-14,AsfV7AdEgA,EAjKaB5zWy,R9NCGeCA8R,Dumbbell Kickbacks,14,4.0,fake_id_398
2021-04-12,vbALVEumH6,otjt26R0oL,lHeVlyQkls,Barbell Shoulder Press,15,27.215574566138386,fake_id_431
2021-10-07,2GCxuf9EDu,Gx6Z2fevPD,TyII9aAx95,Incline Dumbbell Row,15,15.87575183024739,fake_id_430
2021-09-27,HSKZSYSFBg,mXEVvIJ5nf,J94qR5p5C5,Standing Hip Adduction,10,4.535929094356398,fake_id_414
2021-07-29,gAIBvRYWwQ,AF7Qq7XK2r,dgUFQHyH12,Air Squats,15,0.0,fake_id_426
2021-02-24,9kcGfiFJ28,fxXbcxfkLt,sWamQdGkqa,Exercise Ball Crunch,15,6.8038936415345965,fake_id_419
2021-03-21,wJotDGWcyb,otjt26R0oL,RtMpv11EvL,Barbell Shoulder Press,4,27.669167475574024,fake_id_394
2021-06-24,IB1gsisWeQ,iQzrqsifIr,54X70ggVR3,Lateral Step Up,9,0.0,fake_id_434
2021-04-24,zFSgkZSLmf,DdtF1OFcuQ,Vu60EpKsZJ,Tricep Push Up,11,0.0,fake_id_402
2021-04-19,50DEjqTGv2,dOrcZrFXST,1ySDeEk3SE,Handle Band Pec Fly,15,0.0,fake_id_429
2021-02-09,Ko0k4Q3x36,otjt26R0oL,FOpFTxpPWh,Barbell Shoulder Press,6,47.62725549074217,fake_id_393
2021-06-10,X94mf4cJfS,4IMiKZHvCG,8fTgOvbzFV,Shotgun Row,12,18.14371637742559,fake_id_412
2021-11-02,QrcpnQFHlU,otjt26R0oL,sjmERjj2wJ,Barbell Shoulder Press,5,29.483539113316585,fake_id_401
2021-08-22,gXuJjE9w5F,3GvUTFN8up,wO6UnnHsGW,Calf Raise,10,27.215574566138386,fake_id_395
2021-04-12,aoYjKGEwIg,otjt26R0oL,et0XDbyzbC,Barbell Shoulder Press,8,27.215574566138386,fake_id_400
2021-09-04,yIdbACnyPh,3GvUTFN8up,Eu4OAiF5Gj,Calf Raise,20,4.535929094356398,fake_id_414
2021-03-15,ZOdHpG3khb,ewEcdHovom,afZCT2ifXp,Hanging Leg Raise,8,0.0,fake_id_402
2021-08-05,rCryuMpkWs,dOrcZrFXST,DDANaxl0Cv,Handle Band Pec Fly,10,0.0,fake_id_396
2021-05-22,eDzRegczbi,otjt26R0oL,3B7ATUxuat,Barbell Shoulder Press,5,24.947610018960187,fake_id_402
2021-10-20,7VbxLwNyQ0,wNImc4b4MY,9pXAlFEu6F,Leg Curl,10,31.75150366049478,fake_id_441
2021-05-07,YBDoa1ztS3,dFycDkJyHe,kW6IkrjFAz,Dumbbell Shoulder Raise,8,5.669911367945497,fake_id_393
2021-05-22,iMKiNHrV4O,DdtF1OFcuQ,kFRkZshF1c,Tricep Push Up,22,0.0,fake_id_420
2021-03-19,R4vDUFI2BE,PZ2ogZtiY4,l8wxQVxxlB,TRX Pulse Lunges,9,0.0,fake_id_406
2021-08-21,XbFwnYOBUA,UQBXLgsfXN,j6DfKEkd6Q,Dumbbell Shrug,10,20.41168092460379,fake_id_395
2021-09-15,HNyfDSRwnN,r4bOO0fDTv,JVib9953aA,Plank,0,0.0,fake_id_397
2021-07-08,KErn9lwJM5,UThEK7cf4f,78JA004h2U,Machine Fly,9,61.235042773811365,fake_id_410
2021-08-21,RGjsJjf8V7,4IMiKZHvCG,WTA6DzkTiV,Shotgun Row,10,20.41168092460379,fake_id_412
2021-08-10,bOOxgziayx,G1mxtZtEs5,oVmvaW0VJH,Back Squat,12,20.0,fake_id_398
2021-06-11,Hb5eHAMjcT,ewEcdHovom,DApcpAcktO,Hanging Leg Raise,10,2.267964547178199,fake_id_433
2021-11-01,9b3YOisciM,jgnSb5e39S,UIPSkQIDXf,Australian Chin Up,8,0.0,fake_id_416
2021-08-16,UnznVFyZMv,9ykyHFs36M,TvcRdZ3Iyu,Clean,5,25.0,fake_id_398
2021-04-26,Qo2D42BJsK,58REE5sJU1,IlYI0sAbCk,Russian Twist,18,11.339822735890994,fake_id_392
2021-11-04,Pjxqa7lAhp,243X43p1XP,9OzlMXda03,Seated Leg Curl,12,20.41168092460379,fake_id_402
2021-03-19,1PPknpz9yW,wNImc4b4MY,5gM77I5dP7,Leg Curl,10,49.895220037920375,fake_id_429
2021-02-15,WKtOFXXvBr,LDHzRzwxaI,KkH1wAnSud,Exercise Ball Push Up,10,0.0,fake_id_403
2021-03-30,cjQvoGuo8S,djuvlRHUvb,Uspvk38rNq,Dumbbell Rear Delt Raise,15,6.8038936415345965,fake_id_423
2021-04-14,rjZiGdRfPl,58REE5sJU1,OIUwID5v3F,Russian Twist,18,6.8038936415345965,fake_id_399
2021-09-20,r4LuOXHzhj,UThEK7cf4f,2ATYdBiMTm,Machine Fly,10,32.88548593408388,fake_id_418
2021-07-11,xlVSbVtVJf,UQBXLgsfXN,OCRmxiDA7u,Dumbbell Shrug,9,14.741769556658292,fake_id_402
2021-05-07,FVeEWkhLqT,Yw1aA3soIp,UnJ61xrEJo,Dumbbell Sumo Squat,8,9.071858188712795,fake_id_394
2021-03-01,mYdCpNu0uS,06kzIMnTzR,m3CVyTdbDV,Oblique Crunch,30,0.0,fake_id_420
2021-02-23,GlWcQprsav,k4ivWt2zuv,9438SgS5Vp,Barbell Glute Bridge,8,36.28743275485118,fake_id_431
2021-03-08,utdLK51AAJ,UThEK7cf4f,Sb3awLXWzf,Machine Fly,10,54.43114913227677,fake_id_405
2021-11-08,2mqlFUoJ4A,EAjKaB5zWy,UAhR9tAJT2,Dumbbell Kickbacks,11,6.8038936415345965,fake_id_409
2021-01-06,XK5lKb7OJ1,EAjKaB5zWy,kDYFZyE8x5,Dumbbell Kickbacks,10,11.339822735890994,fake_id_448
2021-04-13,nIcuPlZxi4,PZ2ogZtiY4,5OQWQnlHQU,TRX Pulse Lunges,9,0.0,fake_id_406
2021-07-09,vjMDp4u8E1,LDHzRzwxaI,tBt4ynv7D7,Exercise Ball Push Up,18,0.0,fake_id_406
2021-02-02,yXGjIZkH4a,BN1DjSE1Zi,YGGGowBgyG,Romanian Deadlift,10,70.30690096252415,fake_id_401
2021-04-07,4JCOAsHlI5,N6zu9IJNBz,MP8yQyyYK2,Leg Raise,23,0.0,fake_id_408
2021-03-29,XAKAgCrsZI,djuvlRHUvb,MKJmwnRVx6,Dumbbell Rear Delt Raise,8,5.669911367945497,fake_id_432
2021-05-12,4MVrqaRHN7,LaUm5Jl8hd,aYEUku6cR0,Sled Pull,0,45.35929094356398,fake_id_419
2021-07-02,IPclWFXYRe,dFycDkJyHe,4YRRM6y2vD,Dumbbell Shoulder Raise,12,9.071858188712795,fake_id_392
2021-02-21,lr0enXkEwW,zJlvUiMLou,LL7uKcGvvd,Barbell Incline Bench Press,9,35.0,fake_id_428
2021-05-12,oYxUTehxey,6wga8VycHO,JzdhLXC4hS,Clean Deadlift,6,104.32636917019714,fake_id_412
2021-02-16,ZOUIRgzFKF,N6zu9IJNBz,jCm9LFKnDT,Leg Raise,11,0.0,fake_id_402
2021-04-17,JOOLwMCLsS,QFhUumXlvb,UvGIb6NQqE,Reverse Grip Barbell Bent Over Row,13,36.28743275485118,fake_id_396
2021-08-24,mTWv8Iqx9R,N6zu9IJNBz,SbqfEJ0i5b,Leg Raise,10,0.0,fake_id_440
2021-02-18,fGA31mBLIN,ewEcdHovom,Er5dOaXdv0,Hanging Leg Raise,10,0.0,fake_id_424
2021-05-03,iUHvCR6Fag,DhkjvJNsNR,dDq8U6Bg18,Sit Up,25,0.0,fake_id_424
2021-02-25,kociHXHYVr,djuvlRHUvb,7Zn4fy2Qew,Dumbbell Rear Delt Raise,9,5.669911367945497,fake_id_422
2021-06-14,odEeCibQvR,58REE5sJU1,hetdwBLIdP,Russian Twist,15,15.87575183024739,fake_id_410
2021-02-07,dau98jxEqS,wNarovWdLy,oGvoG1sEUM,Cable Crunch,12,29.483539113316585,fake_id_420
2021-09-03,4k8adrb2q7,1mSqEHZVVv,LGqBB8GOvx,Machine Reverse Fly,10,45.35929094356398,fake_id_410
2021-09-28,6xE82PUNLi,cDYgx7gYHz,YUMxBFFJlO,Tate Press,12,11.339822735890994,fake_id_427
2021-09-10,TjSiQrFOtE,erjFOF21dc,hlcNHjTEIW,Reverse Barbell Curl,5,15.19536246609393,fake_id_394
2021-08-27,c5DAKtDErb,9q2Cdgm0FM,rGZHEjhwJq,Machine Leg Press,10,90.71858188712795,fake_id_418
2021-02-16,TmyWLD3Jem,DdtF1OFcuQ,JCFXP2aDuL,Tricep Push Up,15,0.0,fake_id_400
2021-01-23,DHDRSYoKCW,G1mxtZtEs5,c9X3iCqr0p,Back Squat,10,32.65868947936606,fake_id_394
2021-07-24,FDei9E6hIC,y2Gg0PEzd8,LEbJGKnCe7,Preacher Curl,7,4.535929094356398,fake_id_404
2021-01-25,oYDxBgcBUH,9VAkz3bNl4,G2KC1kSLX0,Decline Push Up,3,0.0,fake_id_399
2021-07-14,r2iOcSKPZU,KVt5QRq9Hx,GovrUw82aY,Side Laterals to Front Raise,9,4.535929094356398,fake_id_402
2021-08-31,EgN2u8HRQu,G1mxtZtEs5,YAfngmXQQC,Back Squat,8,77.11079460405875,fake_id_396
2021-01-21,GKfPsvLYTt,AOQBAQ8rXC,270aMcbzyV,Pendlay Row,15,38.55539730202938,fake_id_423
2021-05-12,KLeR81eaE5,ACSgVaipTW,x5AjFRdlNM,Dumbbell Squeeze Press,8,10.0,fake_id_398
2021-05-10,aqY1GpEBjF,wNarovWdLy,1eX9HoF5Uv,Cable Crunch,12,12.473805009480094,fake_id_400
2021-09-09,fjyvUBeVoG,dFycDkJyHe,rJij0LTJ3z,Dumbbell Shoulder Raise,12,4.535929094356398,fake_id_421
2021-08-25,sDmiSJRTey,Gx6Z2fevPD,gz6Pi9NbtT,Incline Dumbbell Row,16,9.071858188712795,fake_id_418
2021-09-27,YIpPBK0kB8,k3yxx2a6oz,j4RIsqbXpu,Seated Machine Calf Press,15,20.41168092460379,fake_id_413
2021-10-08,UZGjXOqXYh,dldAGWTRYw,9YWJIQKzOr,Forward Stability Ball Plank,0,0.0,fake_id_402
2021-02-25,L21reUBaBr,G1mxtZtEs5,u6I2lAXqRg,Back Squat,10,38.55539730202938,fake_id_431
2021-11-05,J6HZPyRPYg,EAjKaB5zWy,THxx3GgIbW,Dumbbell Kickbacks,17,5.669911367945497,fake_id_416
2021-10-26,zBDN5jmWqo,fxXbcxfkLt,3pFakHDJDH,Exercise Ball Crunch,35,0.0,fake_id_406
2021-10-16,ed5fSAzd9B,uHBREgyju0,ZaeZNkruMM,Step Up,24,0.0,fake_id_408
2021-09-04,nNGUzcM28c,wNarovWdLy,gmvyXItYyv,Cable Crunch,15,31.75150366049478,fake_id_441
2021-01-15,8UkO98B9KG,dFycDkJyHe,HM1vTK41Hp,Dumbbell Shoulder Raise,12,11.339822735890994,fake_id_396
2021-06-21,rZ1xtxiEhp,w5njIJMJHb,SPQ6a1aDut,Kettlebell Upright Row,13,6.8038936415345965,fake_id_409
2021-05-23,8mJD4D7dXs,xPS7RzoOGm,7IGgWobp9w,Bent Over Barbell Row,10,49.895220037920375,fake_id_396
2021-07-12,luOZKouMpQ,erjFOF21dc,AsaAmhNqmm,Reverse Barbell Curl,15,9.071858188712795,fake_id_433
2021-08-18,Vu2fWreY1d,RqCbxJr56l,VZaVgqKF5T,Tricep Press,10,24.947610018960187,fake_id_397
2021-02-10,nwLnM5KSrY,djuvlRHUvb,vemfykU0u3,Dumbbell Rear Delt Raise,11,7.5,fake_id_428
2021-06-04,ZwTYVblTAT,243X43p1XP,J9zmp84WLQ,Seated Leg Curl,10,90.71858188712795,fake_id_430
2021-03-22,YAbAj1ZG5C,Yw1aA3soIp,qLB4ApydLV,Dumbbell Sumo Squat,13,9.071858188712795,fake_id_399
2021-04-03,Cnfed6DWnX,DdtF1OFcuQ,GCHcPgHw50,Tricep Push Up,23,0.0,fake_id_406
2021-02-05,ADJGH6i2zQ,HpJxPvuCBP,N2J2DM5fqW,Dumbbell Clean,8,5.669911367945497,fake_id_422
2021-09-24,THoS1urJ2y,gALxFFZcI4,qKCOLwSFJS,Dumbbell Decline Bench Press,11,22.67964547178199,fake_id_396
2021-01-28,Lc8D5s1pXY,djuvlRHUvb,e0CO6xuCsY,Dumbbell Rear Delt Raise,12,4.535929094356398,fake_id_402
2021-10-15,rwwqHQboRz,k4ivWt2zuv,S5T1AvQX1h,Barbell Glute Bridge,8,70.30690096252415,fake_id_418
2021-05-04,O0qnNOjJ0W,Gx6Z2fevPD,r1zw5ogLQ9,Incline Dumbbell Row,10,11.339822735890994,fake_id_401
2021-01-16,W8sE6C0L2z,AkKyo5MAvA,WZojElfJok,Kettlebell Front Squat,11,24.040424200088907,fake_id_413
2021-05-13,vqhmv45Xmi,k3yxx2a6oz,J0DbloDKvu,Seated Machine Calf Press,12,63.50300732098956,fake_id_410
2021-09-02,YQ6fD7snHe,AF7Qq7XK2r,NWjZHHsHnn,Air Squats,12,15.87575183024739,fake_id_406
2021-05-27,vmwOmYYPpg,G1mxtZtEs5,JeqLj71b29,Back Squat,5,111.13026281173174,fake_id_392
2021-07-27,hh8ufN2IyW,mXEVvIJ5nf,Q2Kq4FYVb8,Standing Hip Adduction,11,2.267964547178199,fake_id_432
2021-09-24,kXCeLwotsj,uHBREgyju0,wScaAFK7KX,Step Up,9,0.0,fake_id_420
2021-02-21,dyBrJWjGNa,otjt26R0oL,mGQBOXqyYo,Barbell Shoulder Press,3,36.28743275485118,fake_id_431
2021-03-17,BwK9aRVecl,243X43p1XP,IKV4VzN65S,Seated Leg Curl,12,40.82336184920758,fake_id_413
2021-09-05,M6LSsVyU99,otjt26R0oL,Xme5DgSAKS,Barbell Shoulder Press,4,38.55539730202938,fake_id_434
2021-05-26,Q9Sr5SvsxM,dFycDkJyHe,b5kEjQOuW9,Dumbbell Shoulder Raise,7,7.0,fake_id_446
2021-04-29,AwqSTOyXfj,xPS7RzoOGm,8kcZSTdEA5,Bent Over Barbell Row,10,20.0,fake_id_398
2021-01-04,W5aaEI8ykV,erjFOF21dc,6hoP8HAtA2,Reverse Barbell Curl,12,22.67964547178199,fake_id_393
2021-02-27,NlrDFUZgdK,DhkjvJNsNR,sjglNSl5kc,Sit Up,12,0.0,fake_id_434
2021-02-21,pe6NzC1LhK,HpJxPvuCBP,j5lNmz7TD3,Dumbbell Clean,12,4.535929094356398,fake_id_399
2021-01-23,HSzRuqtBld,9VQ4n2PTFW,XqRuJcRnKy,Landmine Press,7,20.41168092460379,fake_id_417
2021-04-29,sCFI1Bx4n5,58REE5sJU1,4Pdxmhwdy4,Russian Twist,18,13.607787283069193,fake_id_410
2021-10-30,DVTdGsvTZs,oDI8CKhqJi,bp7ijjbdcZ,Single Arm Preacher Curl,9,3.4019468207672983,fake_id_409
2021-04-19,9yQIZ6TmGv,zJlvUiMLou,gIyAPLjBUj,Barbell Incline Bench Press,5,36.28743275485118,fake_id_401
2021-08-09,Olu6c6WUnf,AF7Qq7XK2r,Trj6KkBKXA,Air Squats,8,0.0,fake_id_409
2021-07-01,CpRMVcytAT,G1mxtZtEs5,lqbIYtS5yG,Back Squat,10,102.05840462301894,fake_id_392
2021-05-17,eT72SPWW9A,ACSgVaipTW,4zYCks4Uu1,Dumbbell Squeeze Press,10,13.607787283069193,fake_id_401
2021-04-29,WgrexL2Qb8,243X43p1XP,ep23gGsFsU,Seated Leg Curl,15,45.35929094356398,fake_id_419
2021-05-14,WittnHVEn9,58REE5sJU1,zS6Ra0AcSl,Russian Twist,5,6.8038936415345965,fake_id_402
2021-05-25,sXp2udEacm,Yw1aA3soIp,MeFYJ0AEii,Dumbbell Sumo Squat,10,3.4019468207672983,fake_id_422
2021-07-26,KHeKRgsiDy,243X43p1XP,FkyPDUWR9e,Seated Leg Curl,10,34.01946820767298,fake_id_397
2021-10-18,IiPTCKoxq5,dFycDkJyHe,ynULv5kwMv,Dumbbell Shoulder Raise,8,4.535929094356398,fake_id_409
2021-03-10,yQqHzZ7daa,zJlvUiMLou,A64PDPBdRm,Barbell Incline Bench Press,8,54.43114913227677,fake_id_434
2021-01-11,4B2oLGfKeA,k4ivWt2zuv,3JQYiGS070,Barbell Glute Bridge,12,22.67964547178199,fake_id_431
2021-04-30,kfH0UOyk2Y,fxXbcxfkLt,4Z8ruqSSpp,Exercise Ball Crunch,12,0.0,fake_id_393
2021-04-20,2yPDprCvMB,GbK7ZSbRC6,EbDVMXFfgl,Kettlebell Sumo High Pull,10,31.9783001152126,fake_id_392
2021-06-07,ELDvTboBdA,243X43p1XP,FD7LRaViOa,Seated Leg Curl,10,52.16318458509857,fake_id_433
2021-09-03,0zFyUwjvoY,qfkBJ4A5eQ,OuIqxlE62U,Dead Bug,8,0.0,fake_id_400
2021-01-22,I69F8Hx0RZ,dFycDkJyHe,PC0XLn32cV,Dumbbell Shoulder Raise,14,6.8038936415345965,fake_id_400
2021-05-06,rgHtyij8Mk,otjt26R0oL,QEyuM5DUZF,Barbell Shoulder Press,3,20.41168092460379,fake_id_402
2021-04-11,MGYKhvq2Wp,dOrcZrFXST,U8NTM8FUas,Handle Band Pec Fly,8,0.0,fake_id_396
2021-09-30,U6spn8Jyog,6wga8VycHO,rnBvOWbvU8,Clean Deadlift,6,70.30690096252415,fake_id_402
2021-05-12,oYxUTehxey,JZcl0pTDEj,olf1IYuToA,TRX Glute Bridge,11,0.0,fake_id_412
2021-06-04,VZxIEJVNXs,243X43p1XP,1IEHncqCcM,Seated Leg Curl,10,49.895220037920375,fake_id_403
2021-05-18,BPl43RLOqw,G1mxtZtEs5,IJQ9MU0jwf,Back Squat,5,70.30690096252415,fake_id_410
2021-03-07,yZpIHj9TBP,xPS7RzoOGm,M2LR79JFeC,Bent Over Barbell Row,12,81.64672369841516,fake_id_408
2021-03-11,4jMiZFhz9P,06kzIMnTzR,iEuZxmTjdc,Oblique Crunch,10,0.0,fake_id_396
2021-01-21,OkiZMP1Yiq,06kzIMnTzR,lpw4IZGmM0,Oblique Crunch,17,0.0,fake_id_422
2021-02-02,IQtOHjH9cN,wNarovWdLy,2FAQzUbdkE,Cable Crunch,10,22.226052562346347,fake_id_417
2021-10-02,en9U3x0DbI,G1mxtZtEs5,46FHGlVg9s,Back Squat,10,29.483539113316585,fake_id_394
2021-09-09,fjyvUBeVoG,dFycDkJyHe,mMLpD1R0Bk,Dumbbell Shoulder Raise,12,4.535929094356398,fake_id_421
2021-10-08,D4ZUMggZHb,9fptvki4pW,zqwDu9oYZu,Barbell Hip Thrust,4,131.54194373633553,fake_id_401
2021-10-28,FLb6MATDRl,otjt26R0oL,3SiVeLzlbs,Barbell Shoulder Press,9,29.483539113316585,fake_id_395
2021-01-06,AsDLXhSbOw,G1mxtZtEs5,d3Fp6nWkAU,Back Squat,5,115.66619190608813,fake_id_430
2021-07-26,RPUTjoKzNj,omtypRFVyt,a1VAAF6A4C,Power Clean,15,20.0,fake_id_398
2021-08-04,wPT6qkdYB3,otjt26R0oL,OGqF1DwCdv,Barbell Shoulder Press,4,40.82336184920758,fake_id_441
2021-07-12,W2NPPL0cw1,olwH9a4pKv,8utGBqLJfz,Knee Raise,20,0.0,fake_id_397
2021-06-17,P2lQ7oExjZ,JyjzR9GyUB,mrSAkXzk43,TRX Pike,10,0.0,fake_id_402
2021-09-03,bFcD3Ydt0K,Yw1aA3soIp,K8e4AfJDKr,Dumbbell Sumo Squat,10,18.14371637742559,fake_id_395
2021-06-10,Flq4KTe3ZI,QFhUumXlvb,yJmtBt5gBl,Reverse Grip Barbell Bent Over Row,15,17.69012346798995,fake_id_394
2021-10-21,XBMahCFu1G,k4ivWt2zuv,zKGPgz5U7i,Barbell Glute Bridge,10,38.55539730202938,fake_id_432
2021-04-17,Pm3x8AiAoB,omtypRFVyt,FtWGGRIzw9,Power Clean,6,49.895220037920375,fake_id_412
2021-02-16,CIDJh720d5,9fptvki4pW,cqXgyHrdHb,Barbell Hip Thrust,10,38.55539730202938,fake_id_434
2021-04-29,POjgPXZhGd,EAjKaB5zWy,9Lwycc4UGm,Dumbbell Kickbacks,11,4.535929094356398,fake_id_409
2021-10-16,uTb8dQuXHz,UQBXLgsfXN,eIxVQ34Cky,Dumbbell Shrug,29,13.607787283069193,fake_id_403
2021-10-11,GGnEE5Mh3g,G1mxtZtEs5,T9r0vwjZpj,Back Squat,2,140.6138019250483,fake_id_430
2021-04-29,qm84j7gA0K,4IMiKZHvCG,rJ4VRlcgyQ,Shotgun Row,6,13.607787283069193,fake_id_402
2021-05-25,WBJYW2QJxr,so3n0BqhED,Q6lh3FVSkC,Smith Machine Calf Raise,10,131.54194373633553,fake_id_408
2021-08-27,ykK6lspKrT,nNMm3ywt6H,ClvQgj6BZF,Pike Push Up,10,0.0,fake_id_431
2021-09-13,PYIBfR3DDk,58REE5sJU1,NtWKhOR7ic,Russian Twist,22,6.8038936415345965,fake_id_401
2021-08-10,MManNc9MWM,nNMm3ywt6H,4WLAZLIJB7,Pike Push Up,17,0.0,fake_id_408
2021-10-30,FQoDhCcNlG,pM3aRwuufC,qa8vcV6tCk,Stability Ball Hyperextension,9,0.0,fake_id_416
2021-10-18,YKwJDBVVmx,7wof3tzAVY,mb1IBKPE1T,Smith Machine Stiff-Legged Deadlift,6,83.91468824559335,fake_id_408
2021-03-15,SgQ8SxWVAh,DdtF1OFcuQ,8ekE1ynfkb,Tricep Push Up,10,0.0,fake_id_402
2021-06-15,F8pJCR4EyR,DdtF1OFcuQ,mZPhlvSD8U,Tricep Push Up,10,0.0,fake_id_402
2021-05-12,DFtnOHHtFu,djuvlRHUvb,2kNKvT4Mfr,Dumbbell Rear Delt Raise,13,5.443114913227677,fake_id_399
2021-02-02,1AtzHm0UNE,DdtF1OFcuQ,EoDKAY5YEJ,Tricep Push Up,11,0.0,fake_id_402
2021-04-09,8SIym8S1MJ,AF7Qq7XK2r,0zndHHZ17w,Air Squats,15,13.607787283069193,fake_id_406
2021-06-02,q87Qsyt3UZ,G1mxtZtEs5,UEYIcIgVBP,Back Squat,3,30.0,fake_id_398
2021-08-09,9KIfSicqwf,zJlvUiMLou,tv8B84WHcl,Barbell Incline Bench Press,18,61.235042773811365,fake_id_424
2021-03-05,xIvRDDh6rx,58REE5sJU1,BNNnk6jOGd,Russian Twist,15,15.87575183024739,fake_id_410
2021-10-09,HC9aLRsQyw,djuvlRHUvb,kfEMjCDqTC,Dumbbell Rear Delt Raise,9,4.535929094356398,fake_id_402
2021-08-01,fu1DwvJnWB,djuvlRHUvb,nVCzM1rGSq,Dumbbell Rear Delt Raise,12,11.339822735890994,fake_id_392
2021-04-19,9yQIZ6TmGv,dFycDkJyHe,907HEq9FSG,Dumbbell Shoulder Raise,15,6.8038936415345965,fake_id_401
2021-03-31,MW2ZMhBKBk,jJmv4Zv028,EWF4r68jNC,Overhead Weighted Sit Up,12,9.071858188712795,fake_id_424
2021-05-04,WWPSSC5Rzh,uHBREgyju0,XmIgxJwQ0J,Step Up,12,15.87575183024739,fake_id_406
